"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Affiliations","Authors with affiliations","Abstract","Author Keywords","Index Keywords","Correspondence Address","Editors","Publisher","ISSN","ISBN","CODEN","PubMed ID","Language of Original Document","Abbreviated Source Title","Document Type","Publication Stage","Open Access","Source","EID"
"Hao Y.; Zhang Q.; Zhong M.; Li B.","Hao, Yu (56430318800); Zhang, Qianxue (56703906000); Zhong, Ming (57206978155); Li, Baihe (56703827200)","56430318800; 56703906000; 57206978155; 56703827200","Is there convergence in per capita SO2 emissions in China? An empirical study using city-level panel data","2015","Journal of Cleaner Production","108","","","944","954","10","79","10.1016/j.jclepro.2015.06.054","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84956700128&doi=10.1016%2fj.jclepro.2015.06.054&partnerID=40&md5=ff3157d774df1068ac059e8e0a039667","Center for Energy and Environmental Policy Research, School of Management and Economics, Beijing Institute of Technology, Beijing, 100081, China","Hao Y., Center for Energy and Environmental Policy Research, School of Management and Economics, Beijing Institute of Technology, Beijing, 100081, China; Zhang Q., Center for Energy and Environmental Policy Research, School of Management and Economics, Beijing Institute of Technology, Beijing, 100081, China; Zhong M., Center for Energy and Environmental Policy Research, School of Management and Economics, Beijing Institute of Technology, Beijing, 100081, China; Li B., Center for Energy and Environmental Policy Research, School of Management and Economics, Beijing Institute of Technology, Beijing, 100081, China","As China's economy has grown rapidly in recent years, China's environmental pollution has become increasingly significant. Among all the traditional pollutants, sulfur dioxide has been monitored by the Chinese government since the 1990s. In this study, China's city-level panel data between 2002 and 2012 are utilized to investigate the existence of convergence in per capita sulfur dioxide emissions across Chinese cities. The conventional estimation methods for β-convergence suffer from an endogeneity problem and therefore produce biased results. To address the endogeneity problem and allow for dynamics, dynamic panel data estimators are utilized, and the static estimation results are conducted as a robustness check. In addition, the influential factors for convergence are examined. The empirical results indicate that, in the chosen sample period, there were absolute and conditional convergences in per capita sulfur dioxide emissions across cities within the whole nation as well as in the eastern, western and central regions of China. Because per capita Gross Domestic Product and the ratio of secondary industry to Gross Domestic Product are both positively related with per capita sulfur dioxide emissions, higher income per capita and greater importance of the secondary industry would cause the convergence speed to be lower. Therefore, the most straightforward policy implication for the empirical results is that the policies for controlling sulfur dioxide emissions should be regionally differentiated: for cities with high sulfur dioxide emissions per capita, the regulation could be tight, as the emissions would decrease faster because convergence exists; however, for cities with low sulfur dioxide emissions per capita, the target for reducing emissions should not be excessively aggressive. © 2015 Elsevier Ltd. All rights reserved.","City; Convergence; Panel data; SO<sub>2</sub> emissions","Pollution; Public policy; Sulfur; City; Convergence; Environmental pollutions; Gross domestic products; Panel data; Policy implications; Sulfur dioxide emissions; Traditional pollutants; Sulfur dioxide","Y. Hao; Center for Energy and Environmental Policy Research, School of Management and Economics, Beijing Institute of Technology, Beijing, 100081, China; email: haoyuking@gmail.com","","Elsevier Ltd","09596526","","JCROE","","English","J. Clean. Prod.","Article","Final","","Scopus","2-s2.0-84956700128"
"Gaziulusoy A.I.; Brezet H.","Gaziulusoy, A.Idil (57200269488); Brezet, Han (7801442642)","57200269488; 7801442642","Design for system innovations and transitions: A conceptual framework integrating insights from sustainablity science and theories of system innovations and transitions","2015","Journal of Cleaner Production","108","","","558","568","10","70","10.1016/j.jclepro.2015.06.066","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84956703831&doi=10.1016%2fj.jclepro.2015.06.066&partnerID=40&md5=354005a4b2c898e825d7175e6c213c1b","Victorian Eco-innovation Lab, Faculty of Architecture Building and Planning, Melbourne, Australia; Faculty of Industrial Design Engineering, Technical University of Delft, Delft, Netherlands","Gaziulusoy A.I., Victorian Eco-innovation Lab, Faculty of Architecture Building and Planning, Melbourne, Australia; Brezet H., Faculty of Industrial Design Engineering, Technical University of Delft, Delft, Netherlands","It is increasingly acknowledged that, in order to achieve sustainability, there is an urgent need for radical and transformative restructuring of socio-technical systems that meet our needs. These transformations are referred to as system innovations for sustainability or transitions. Transitions and system innovations cover not only product and process innovations but also changes in user practices, markets, policy, regulations, culture, infrastructure, lifestyle and management of firms and have significant implications for design and innovation activity aiming to contribute to the societal endeavour of achieving sustainability. Even though theory on system innovations and transitions is now extensive, it provided explanations regarding how companies and design and innovation activities fit into the big and long-term picture of system innovations and transitions only to a certain extent. In addition, there have not been many efforts in the design for sustainability field to learn from the theories of transitions and system innovations. In this paper, we make an initial theoretical contribution into the design and innovation for sustainability field by integrating relevant insights from sustainability science and system innovations and transitions theories. The result of this integration is a proposal for a prescriptive conceptual framework which explains how wider-scale systemic changes can be addressed at smaller elements of socio-technical systems specifically focussing on the design and innovation level within companies. © 2015 Elsevier Ltd. All rights reserved.","Design for sustainability; Design methodology; Product development; Service development; Sustainability science; System innovation; Transitions","Ecodesign; Electron transitions; Product development; Sustainable development; Valves (mechanical); Conceptual frameworks; Design and innovations; Design for systems; Design Methodology; Service development; Sociotechnical systems; Sustainability science; System innovations; Product design","A.I. Gaziulusoy; Victorian Eco-innovation Lab, Faculty of Architecture Building and Planning, Melbourne, Australia; email: idil.gaziulusoy@unimelb.edu.au","","Elsevier Ltd","09596526","","JCROE","","English","J. Clean. Prod.","Article","Final","","Scopus","2-s2.0-84956703831"
"Xia B.; Chen Q.; Skitmore M.; Zuo J.; Li M.","Xia, Bo (35604946500); Chen, Qing (56155824000); Skitmore, Martin (7003387239); Zuo, Jian (23020460400); Li, Mei (56521878000)","35604946500; 56155824000; 7003387239; 23020460400; 56521878000","Comparison of sustainable community rating tools in Australia","2015","Journal of Cleaner Production","109","","","84","91","7","37","10.1016/j.jclepro.2015.08.016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940676096&doi=10.1016%2fj.jclepro.2015.08.016&partnerID=40&md5=df96e438ecf6df9d9b3395cd048876a0","School of Civil Engineering and Built Environment, Queensland University of Technology, 2 George Street, Brisbane, 4001, QLD, Australia; Department of Building and Real Estate, Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong; School of Architecture and Built Environment, Entrepreneurship, Commercialisation and Innovation Centre (ECIC), University of Adelaide, Adelaide, 5005, Australia","Xia B., School of Civil Engineering and Built Environment, Queensland University of Technology, 2 George Street, Brisbane, 4001, QLD, Australia; Chen Q., Department of Building and Real Estate, Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong; Skitmore M., School of Civil Engineering and Built Environment, Queensland University of Technology, 2 George Street, Brisbane, 4001, QLD, Australia; Zuo J., School of Architecture and Built Environment, Entrepreneurship, Commercialisation and Innovation Centre (ECIC), University of Adelaide, Adelaide, 5005, Australia; Li M., School of Civil Engineering and Built Environment, Queensland University of Technology, 2 George Street, Brisbane, 4001, QLD, Australia","The community is the basic unit of urban development, and appropriate assessment tools are needed for communities to evaluate and facilitate decision making concerning sustainable community development and reduce the detrimental effects of urban community actions on the environment. Existing research into sustainable community rating tools focuses primarily on those that are internationally recognized to describe their advantages and future challenges. However, the differences between rating tools due to different regional conditions, situations and characteristics have yet to be addressed. In doing this, this paper examines three sustainable community rating tools in Australia, namely Green Star-Communities PILOT, EnviroDevelopment and VicUrban Sustainability Charter (Master Planned Community Assessment Tool). In order to identify their similarities, differences and advantages these are compared in terms of sustainability coverage, prerequisites, adaptation to locality, scoring and weighting, participation, presentation of results, and application process. These results provide the stakeholders of sustainable community development projects with a better understanding of the available rating tools in Australia and assist with evaluation and decision making. © 2015 Elsevier Ltd. All rights reserved.","Assessment; Comparison; Rating tool; Sustainable community","Decision making; Rating; Regional planning; Urban growth; Application process; Assessment; Comparison; Master planned communities; Scoring and weighting; Sustainability coverages; Sustainable communities; Sustainable community development; Sustainable development","Q. Chen; Department of Building and Real Estate, Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong; email: richard.q.ch@gmail.com","","Elsevier Ltd","09596526","","JCROE","","English","J. Clean. Prod.","Article","Final","","Scopus","2-s2.0-84940676096"
"Wu P.; Feng Y.; Pienaar J.; Xia B.","Wu, Peng (55175462200); Feng, Yingbin (55936446400); Pienaar, Josua (55806334800); Xia, Bo (35604946500)","55175462200; 55936446400; 55806334800; 35604946500","A review of benchmarking in carbon labelling schemes for building materials","2015","Journal of Cleaner Production","109","","","108","117","9","31","10.1016/j.jclepro.2015.07.067","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937501189&doi=10.1016%2fj.jclepro.2015.07.067&partnerID=40&md5=592ce1a2104f9ad971c189b05cc8952a","Department of Construction Management, Curtin University, Perth, 6102, WA, Australia; School of Computing, Engineering and Mathematics, University of Western Sydney, Penrith, 2751, NSW, Australia; School of Engineering and Technology, Central Queensland University, 400 Kent Street, Sydney, 2000, NSW, Australia; School of Civil Engineering and Built Environment, Queensland Univ. of Technology, Brisbane, 4000, QLD, Australia","Wu P., Department of Construction Management, Curtin University, Perth, 6102, WA, Australia; Feng Y., School of Computing, Engineering and Mathematics, University of Western Sydney, Penrith, 2751, NSW, Australia; Pienaar J., School of Engineering and Technology, Central Queensland University, 400 Kent Street, Sydney, 2000, NSW, Australia; Xia B., School of Civil Engineering and Built Environment, Queensland Univ. of Technology, Brisbane, 4000, QLD, Australia","As one of the largest sources of greenhouse gas (GHG) emissions, the building and construction sector is facing increasing pressure to reduce its life cycle GHG emissions. One central issue in striving towards reduced carbon emissions in the building and construction sector is to develop a practical and meaningful yardstick to assess and communicate GHG results through carbon labelling. The idea of carbon labelling schemes for building materials is to trigger a transition to a low carbon future by switching consumer-purchasing habits to low-carbon alternatives. As such, failing to change purchasing pattern and behaviour can be disastrous to carbon labelling schemes. One useful tool to assist customers to change their purchasing behaviour is benchmarking, which has been very commonly used in ecolabelling schemes. This paper analyses the definition and scope of benchmarking in the carbon labelling schemes for building materials. The benchmarking process has been examined within the context of carbon labelling. Four practical issues for the successful implementation of benchmarking, including the availability of benchmarks and databases, the usefulness of different types of benchmarks and the selection of labelling practices have also been clarified. © 2015 Elsevier Ltd. All rights reserved.","Benchmarking process; Benchmarks; Building materials; Carbon labelling","Building materials; Buildings; Construction; Construction industry; Gas emissions; Greenhouse gases; Life cycle; Purchasing; Sales; Benchmarking process; Building and construction; Carbon emissions; Carbon labelling; Life-cycle GHG emissions; Low-carbon futures; Paper analysis; Practical issues; Benchmarking","P. Wu; Department of Construction Management, Curtin University, Perth, 6102, Australia; email: peng.wu@curtin.edu.au","","Elsevier Ltd","09596526","","JCROE","","English","J. Clean. Prod.","Review","Final","","Scopus","2-s2.0-84937501189"
"Chao P.R.; Umapathi S.; Saman W.","Chao, Pei Ru (56661825400); Umapathi, Shivanita (55246787500); Saman, Wasim (6603830094)","56661825400; 55246787500; 6603830094","Water consumption characteristics at a sustainable residential development with rainwater-sourced hot water supply","2015","Journal of Cleaner Production","109","","","190","202","12","14","10.1016/j.jclepro.2015.04.091","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930171624&doi=10.1016%2fj.jclepro.2015.04.091&partnerID=40&md5=f0d15336716da7912163261698b4afc0","Barbara Hardy Institute, University of South Australia, Mawson Lakes Campus, Australia; SA Water Centre for Water Management and Reuse, School of Natural and Built Environments, University of South Australia, Mawson Lakes, 5095, SA, Australia","Chao P.R., Barbara Hardy Institute, University of South Australia, Mawson Lakes Campus, Australia; Umapathi S., SA Water Centre for Water Management and Reuse, School of Natural and Built Environments, University of South Australia, Mawson Lakes, 5095, SA, Australia; Saman W., Barbara Hardy Institute, University of South Australia, Mawson Lakes Campus, Australia","The use of water-efficient appliances and inclusion of alternative water sources in urban residential developments is becoming increasingly necessary to meet the growing demands on conventional urban water supplies. As an initiative commissioned by the South Australian State Government in 2009, Lochiel Park is a recent model designed to embrace sustainable planning principles and technologies in a domestic context. An extensive post-occupancy monitoring program of actual residential water and energy usage was conducted. The study aimed at analysing and quantifying the water consumption at 59 houses through real-time monitored data collected over 3 years between 2010 and 2013, incorporating the monitored usage of mains water, collected rainwater and hot water usage. The analysis shows that the annual average total water consumption per household at Lochiel Park is significantly lower than both the Adelaide and national averages by about 24% and 16% respectively, while average mains water consumption is lower by 36% and 29% respectively. Rainwater contributes 6-10% of the total water use in summer and up to 26% in winter, with an average annual contribution of around 14%. A significant part of the saving is attributed to the increased minimum rainwater tank capacity from the 1 kL specified in the Building Code of Australia to 1.5 kL, and feeding rainwater into the hot water supply in a climate where rainfall occurs in winter. Although a reduced hot water demand is also prompted by having efficient fixtures and rainwater supply depends on climate, rainwater fed into hot water supply saves 40% of hot water consumption annually. Greater rainwater utilization in hot water is possible if rainwater tank sizing and a greater roof catchment area can match household winter hot water demand, rather than having a single minimum requirement across all households as in the current regulation. The study provides an understanding of the performance of alternative urban water systems. The outcomes verify the effectiveness of the Water Sensitive Urban Design (WSUD) features implemented and will be useful for future strategic planning and design initiatives for implementation of similar developments on a larger scale. © 2015 Elsevier Ltd. All rights reserved.","Rainwater; Sustainable urban development; Urban water planning; Water demand management","Building codes; Catchments; Energy utilization; Housing; Tanks (containers); Urban growth; Urban planning; Water; Alternative water sources; Building Code of Australia; Rainwater; Residential development; Sustainable urban development; Urban water planning; Water Demand Management; Water sensitive urban design (WSUD); Water supply","P.R. Chao; Barbara Hardy Institute, University of South Australia, Mawson Lakes Campus, Australia; email: simplica1@hotmail.com","","Elsevier Ltd","09596526","","JCROE","","English","J. Clean. Prod.","Article","Final","","Scopus","2-s2.0-84930171624"
"Lam P.T.I.; Chan E.H.W.; Yu A.T.W.; Cam W.C.N.; Yu J.S.","Lam, Patrick T.I. (7202366008); Chan, Edwin H.W. (58497318100); Yu, Ann T.W. (7401477246); Cam, Wynn C.N. (36695839000); Yu, Jack S. (56701120100)","7202366008; 58497318100; 7401477246; 36695839000; 56701120100","Applicability of clean development mechanism to the Hong Kong building sector","2015","Journal of Cleaner Production","109","","","271","283","12","29","10.1016/j.jclepro.2015.05.141","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84933544487&doi=10.1016%2fj.jclepro.2015.05.141&partnerID=40&md5=c1387796458181b98762a4ad4ae70807","Department of Building and Real Estate, Hong Kong Polytechnic University, Hong Kong, Hong Kong; RSP Architects Planners and Engineers (Pte) Ltd., Singapore, Singapore","Lam P.T.I., Department of Building and Real Estate, Hong Kong Polytechnic University, Hong Kong, Hong Kong; Chan E.H.W., Department of Building and Real Estate, Hong Kong Polytechnic University, Hong Kong, Hong Kong; Yu A.T.W., Department of Building and Real Estate, Hong Kong Polytechnic University, Hong Kong, Hong Kong; Cam W.C.N., RSP Architects Planners and Engineers (Pte) Ltd., Singapore, Singapore; Yu J.S., Department of Building and Real Estate, Hong Kong Polytechnic University, Hong Kong, Hong Kong","Under the Kyoto Protocol's Clean Development Mechanism (CDM), countries worldwide co-operate on encountering climate change by emissions trading, which enables a win-win situation by effectively ""regenerating"" a cleaner environment in developing countries, whilst efforts in developed countries may still not meet their committed targets of carbon reduction. According to the CDM rules, energy efficiency improvement projects in the building sector are valid for emissions trading. Although the potential saving of energy is significant, there is only a limited number of building projects being registered as CDM projects. This paper explores the applicability of CDM in the building sector by reviewing the implementation of CDM and its advantages and disadvantages. Hong Kong was selected for an in-depth study due to its eligibility for CDM and yet non-starter status. According to a questionnaire survey supplemented by interviews with the stakeholders in this study, major hindrances such as the lack of financial incentive, inadequate knowledge about emissions trading and insufficient governmental support were found in potential CDM projects in the building sector. It is recommended that an inter-city emissions trading market covering mainland China and Hong Kong, and suitable emission reduction targets should be established and led by the government at the initial stage. By setting up an emission exchange centre, local emissions trading activities could be facilitated and job opportunities could be created. In addition to conducting emissions trading, Hong Kong may also contribute to emissions trading in the region by making use of its highly skilled professional services and efficient business environment. This study paves the way for a densely built city such as Hong Kong to benefit environmentally and economically from a cleaner region in its vicinity. © 2015 Elsevier Ltd. All rights reserved.","Applicability; Building sector; China; Clean development mechanism; Emissions trading; Hong Kong","Buildings; Carbon; Climate change; Commerce; Developing countries; Emission control; Energy efficiency; Energy policy; Environmental regulations; Surveys; Applicability; Building sectors; China; Clean Development Mechanism; Emissions Trading; Hong-kong; International law","P.T.I. Lam; Department of Building and Real Estate, Hong Kong Polytechnic University, Hong Kong, Hong Kong; email: bsplam@polyu.edu.hk","","Elsevier Ltd","09596526","","JCROE","","English","J. Clean. Prod.","Article","Final","","Scopus","2-s2.0-84933544487"
"Bayulken B.; Huisingh D.","Bayulken, Bogachan (56422538200); Huisingh, Donald (55944703800)","56422538200; 55944703800","A literature review of historical trends and emerging theoretical approaches for developing sustainable cities (part 1)","2015","Journal of Cleaner Production","109","","","11","24","13","63","10.1016/j.jclepro.2014.12.100","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922041705&doi=10.1016%2fj.jclepro.2014.12.100&partnerID=40&md5=1856138cf5a346452b8f6f024b98ecfe","Erasmus University Rotterdam, Cleaner Production, Cleaner Products, Industrial Ecology and Sustainability, Netherlands; Institute for A Secure and Sustainable Environment, University of TN, Knoxville, TN, United States","Bayulken B., Erasmus University Rotterdam, Cleaner Production, Cleaner Products, Industrial Ecology and Sustainability, Netherlands; Huisingh D., Institute for A Secure and Sustainable Environment, University of TN, Knoxville, TN, United States","Spatial and urban development policies and trends have changed extensively since industrialization began in the early 1800s. Policies that were based on economic growth along with rapid urban population increases in the 20th century irreversibly and negatively impacted most urban eco-systems globally. Climate changes began to occur mainly due to fossil carbon intensive technologies upon which the urban systems and lifestyles have co-evolved. Concepts such as sustainable development (SD) and ecological modernization (EM) were among the most discussed approaches with regard to ways of responding positively to the emerging environmental concerns induced by the growth policies and development strategies. In spite of some positive contributions to urban policies that resulted in relative successes, most notably in Northwest Europe, questions remained as to whether these concepts have effectively and sufficiently catalyzed the promotion of sustainable urban developments more broadly. By building this literature review, the authors explored the evolutionary aspects and the shortcomings of the EM and SD within the overarching sustainability paradigm. The review addressed the emerging theories developed to improve approaches to urban development policies and procedures, and to contextualize the evolution of regenerative or net positive developments in broader cultural, geographical and temporal contexts. The historically significant antecedents were reviewed and visions for needed transitions were outlined in this two-part series of review articles. © 2015 Elsevier Ltd. All rights reserved.","Climate change; Ecological modernization; Positive development; Regenerative development; Sustainable development; Urbanization","Climate change; Ecology; Economics; Environmental protection; Planning; Population statistics; Sustainable development; Development strategies; Ecological modernizations; Environmental concerns; Positive development; Regenerative development; Sustainable urban development; Theoretical approach; Urbanization; Urban growth","B. Bayulken; Erasmus University Rotterdam, Cleaner Production, Cleaner Products, Industrial Ecology and Sustainability, Netherlands; email: bbayulken@gmail.com","","Elsevier Ltd","09596526","","JCROE","","English","J. Clean. Prod.","Article","Final","","Scopus","2-s2.0-84922041705"
"Issa I.I.; Pigosso D.C.A.; McAloone T.C.; Rozenfeld H.","Issa, Isabela I. (57196004432); Pigosso, Daniela C.A. (34979361600); McAloone, Tim C. (6508239327); Rozenfeld, Henrique (6602073036)","57196004432; 34979361600; 6508239327; 6602073036","Leading product-related environmental performance indicators: a selection guide and database","2015","Journal of Cleaner Production","108","PartA","","321","330","9","48","10.1016/j.jclepro.2015.06.088","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978185805&doi=10.1016%2fj.jclepro.2015.06.088&partnerID=40&md5=c1ceb1e328093b58a27d43090705d199","Department of Production Engineering, University of São Paulo, São Carlos, Brazil; Department of Mechanical Engineering, Technical University of Denmark, Lyngby, Denmark","Issa I.I., Department of Production Engineering, University of São Paulo, São Carlos, Brazil; Pigosso D.C.A., Department of Mechanical Engineering, Technical University of Denmark, Lyngby, Denmark; McAloone T.C., Department of Mechanical Engineering, Technical University of Denmark, Lyngby, Denmark; Rozenfeld H., Department of Production Engineering, University of São Paulo, São Carlos, Brazil","Ecodesign is a proactive environmental management and improvement approach employed in the product development process, which aims to minimize the environmental impacts caused during a product's life cycle and thus improve its environmental performance. The establishment of measurable environmental performance indicators for the product development process is often cited as a successful factor for effective ecodesign implementation, since it enables setting targets and monitoring achievements towards the accomplishment of environmental ambitions. However, companies still face difficulties in the selection and application of environmental performance indicators – a more structured approach is still lacking. This paper presents the efforts made to identify and systematize existing leading product-related environmental performance indicators, based on a systematic literature review, and to develop a guide to support the selection of these indicators by manufacturing companies. From the review, 261 environmental performance indicators were identified and systematized in a digital database. The database supports the application of the environmental performance indicators guide, which proposes a five-step approach to support the selection of indicators. Based on improvement opportunities identified from a case study for theory-testing in Denmark, an improved version of the guide was developed and subsequently applied in a case study in Brazil. The results from both evaluations indicate that the guide supported the studied companies in the selection of environmental performance indicators in the context of ecodesign implementation. This paper presents the results of the literature review, the systematization of environmental performance indicators and the support guide. © 2015 Elsevier Ltd","Ecodesign management; Environmental performance indicators (EPIs); Product development","Benchmarking; Database systems; Ecodesign; Environmental impact; Life cycle; Product development; Digital database; Environmental performance; Environmental performance indicators; Literature reviews; Manufacturing companies; Product development process; Structured approach; Systematic literature review; Environmental management","","","Elsevier Ltd","09596526","","JCROE","","English","J. Clean. Prod.","Article","Final","","Scopus","2-s2.0-84978185805"
"Perales-Momparler S.; Andrés-Doménech I.; Andreu J.; Escuder-Bueno I.","Perales-Momparler, Sara (54961050100); Andrés-Doménech, Ignacio (35745734100); Andreu, Joaquín (7103245619); Escuder-Bueno, Ignacio (36085974500)","54961050100; 35745734100; 7103245619; 36085974500","A regenerative urban stormwater management methodology: The journey of a Mediterranean city","2015","Journal of Cleaner Production","109","","","174","189","15","42","10.1016/j.jclepro.2015.02.039","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84981225227&doi=10.1016%2fj.jclepro.2015.02.039&partnerID=40&md5=9973b340d87e3137f699b81d7fd8abe8","PMEnginyeria, Avda. del Puerto, 180-1B, Valencia, 46023, Spain; Universitat Politècnica de València, Instituto Universitario de Investigación de Ingeniería Del Agua y Medio Ambiente, Cno. de Vera s/n, Valencia, 46022, Spain","Perales-Momparler S., PMEnginyeria, Avda. del Puerto, 180-1B, Valencia, 46023, Spain; Andrés-Doménech I., Universitat Politècnica de València, Instituto Universitario de Investigación de Ingeniería Del Agua y Medio Ambiente, Cno. de Vera s/n, Valencia, 46022, Spain; Andreu J., Universitat Politècnica de València, Instituto Universitario de Investigación de Ingeniería Del Agua y Medio Ambiente, Cno. de Vera s/n, Valencia, 46022, Spain; Escuder-Bueno I., Universitat Politècnica de València, Instituto Universitario de Investigación de Ingeniería Del Agua y Medio Ambiente, Cno. de Vera s/n, Valencia, 46022, Spain","Urban drainage patterns are altered by increasing urbanization and rapid conveyance and discharge of runoff, leading to increased flood risk, diminish of aquifer recharge and degradation of receiving waterways. These effects are expected to escalate with climate change. In response, alternative and more sustainable drainage practices with a holistic approach have been developed, although their wide-scale implementation has been limited largely due to socio-institutional barriers. This paper presents an innovative regenerative urban stormwater methodology for transition management at city level, containing two main enablers to overcome the barriers that drag out progress. First, a structured set of activities, the 'wheel', to guide and document the process, which is steered by a group of regional actors. Then, a visual and effective set of indicators that monitors and assesses the progress achieved and identifies the strategies to move forward. Its successful application to Benaguasil, a Mediterranean city, reveals that by integrating the views and strategies from actors at different but interconnected scales and following a structured but flexible methodology, it is possible to make progress in only few years and have a promising future ahead. © 2015 Elsevier Ltd. All rights reserved.","Built environment; Mediterranean cities; Regenerative; SuDS; Transition management; Urban stormwater management","Aquifers; Climate change; Economic and social effects; Engineering geology; Recharging (underground waters); Storm sewers; Storms; Built environment; Mediterranean cities; Regenerative; SuDS; Transition management; Urban stormwater management; Floods","S. Perales-Momparler; PMEnginyeria, Valencia, Avda. del Puerto, 180-1B, 46023, Spain; email: sperales@pmenginyeria.com","","Elsevier Ltd","09596526","","JCROE","","English","J. Clean. Prod.","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84981225227"
"Ataeefard M.; Saeb M.R.","Ataeefard, Maryam (23570477900); Saeb, Mohammad Reza (24833454900)","23570477900; 24833454900","A multiple process optimization strategy for manufacturing environmentally friendly printing toners","2015","Journal of Cleaner Production","108","","","121","130","9","21","10.1016/j.jclepro.2015.07.016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065703367&doi=10.1016%2fj.jclepro.2015.07.016&partnerID=40&md5=460a59d9ef15e36e10a38290369dc5eb","Department of Printing Science and Technology, Institute for Color Science and Technology, P.O. Box 16765-654, Tehran, Iran; Department of Resin and Additives, Institute for Color Science and Technology, P.O. Box 16765-654, Tehran, Iran","Ataeefard M., Department of Printing Science and Technology, Institute for Color Science and Technology, P.O. Box 16765-654, Tehran, Iran; Saeb M.R., Department of Resin and Additives, Institute for Color Science and Technology, P.O. Box 16765-654, Tehran, Iran","On the basis of response surface methodology (RSM), we obtained design criteria at which printing toners with acceptable environmental and engineering characteristics are produced. The toner is a fine powder mainly composed of a resin and a coloring agent, which has been widely used in digital printing. The optimization strategy has been testified to produce printing toners with appropriate physical (particle size (PS) and PS distribution (PSD)) and color (L∗, a∗, b∗) properties through emulsion aggregation (EA) route. The EA is inherently a unique, environmentally friendly process that gives the provider the benefits of an accurate and efficient printing. The influence of heating rate (R), mixing time (T), and mixing rate (S) on PS, PSD, and (L∗, a∗, b∗) has been studied, where a number of approximation functions including linear, linear with interaction, quadratic and cubic models were served to assess whether or not the response variables are governed by the aforementioned parameters. In addition, toners manufactured based upon RSM were characterized by scanning electron microscopy, colorimetry, and differential scanning calorimetry techniques. The results proved that the models used are hardly adequate for assessing the PS and L∗ responses. Moreover, PSD and a∗ were not governed by the chosen factors, as a whole. On the other hand, R and S variables have meaningful impact on b∗ and a quadratic model is consistent with the experimental data. The cubic model yielded the best coefficient of determination, where the desired toner was suggested to be produced at condition: R = 1200 rpm min, T = 90 min and S = 30 min. © 2015 Elsevier Ltd","Digital printing; Emulsion aggregation; Environmentally friendly toner; Multiple process optimization; Response surface methodology","Differential scanning calorimetry; Digital printing; Emulsification; Mixing; Optimization; Particle size; Process control; Surface properties; Approximation function; Coefficient of determination; Emulsion aggregations; Engineering characteristics; Environmentally friendly process; Environmentally friendly toner; Optimization strategy; Response surface methodology; Scanning electron microscopy","M. Ataeefard; Department of Printing Science and Technology, Institute for Color Science and Technology, Tehran, P.O. Box 16765-654, Iran; email: ataeefard-m@icrc.ac.ir","","Elsevier Ltd","09596526","","JCROE","","English","J. Clean. Prod.","Article","Final","","Scopus","2-s2.0-85065703367"
